NHSWEID,SOURCE,ORIGID,CN,STANAME,LAT,LON,ELEV,START,END,VALIDYEARS,rhonull,rhomax,Tbarstar,VP_DJF,meanmaxHS,meanpeakSWE,meanmaxSCD
10208,ECA&D,2689,NO,BREKKE I SOGN,60.95917,5.426667,240,19490901,20220831,72,145,389,0.4431,0.45,0.62,149,57
10209,ECA&D,2690,NO,BRIKSDAL,61.69417,6.809444,40,19490901,20220831,73,142,380,0.4637,0.4367,0.36,70,44
10210,ECA&D,2691,NO,HAFSLO,61.2925,7.188333,246,19490901,20220831,73,139,392,0.4249,0.4233,0.73,187,118
10211,ECA&D,2692,NO,HAUKEDAL,61.42028,6.375556,329,19570424,20220727,65,140,404,0.3224,0.4267,1.19,366,140
10212,ECA&D,2693,NO,HORNINDAL,62.00306,6.650833,340,19490901,20220831,73,141,411,0.3438,0.4333,1.33,400,143
10213,ECA&D,2694,NO,HOVLANDSDAL,61.23417,5.431944,60,19570101,20220831,66,158,403,0.7099,0.5167,0.41,93,41
10214,ECA&D,2695,NO,LAVIK,61.11194,5.546667,31,19570101,20220831,66,166,412,0.8453,0.5533,0.34,77,39
10215,ECA&D,2696,NO,MARISTOVA,61.10917,8.035833,806,19490901,20220831,73,114,355,-0.1934,0.3033,1.09,279,178
10216,ECA&D,2697,NO,MYKLEBUST I BREIM,61.71333,6.616389,315,19490901,20220831,73,145,375,0.3153,0.45,0.53,123,68
10217,ECA&D,2698,NO,RORVIKVATN VED VADHEIM,61.21639,5.751389,350,19570411,20121224,57,146,416,0.5031,0.4567,1.12,345,123
10218,ECA&D,2699,NO,SOGNDAL - SELSENG,61.33444,6.933333,421,19490901,20220831,73,132,388,0.1275,0.39,1.22,366,157
10219,ECA&D,2701,NO,VIK I SOGN III,61.07278,6.581389,65,19490901,20220831,73,151,385,0.5557,0.48,0.29,58,52
10220,ECA&D,2703,NO,ANDALSNES,62.56556,7.676944,20,19570101,20101105,55,154,418,0.7447,0.4933,0.69,178,78
10221,ECA&D,2704,NO,EIDE PA NORDMORE,62.89139,7.390556,49,19570101,20220831,66,152,398,0.5516,0.4867,0.6,141,63
10222,ECA&D,2705,NO,HALSAFJORD II,62.97583,8.242778,12,19570405,20140131,58,149,422,0.7377,0.4733,0.8,221,98
10223,ECA&D,2706,NO,HUSTADVATN,62.90889,7.245278,80,19570101,20180831,62,152,395,0.5342,0.4867,0.57,132,54
10224,ECA&D,2707,NO,NORDDAL,62.24778,7.241389,28,19490901,20220831,73,148,401,0.6521,0.4667,0.47,106,51
10225,ECA&D,2708,NO,OKSENDAL,62.68555,8.424167,47,19570101,20220831,66,143,409,0.6806,0.4433,0.61,142,74
10226,ECA&D,2709,NO,ORSKOG,62.47889,6.82,4,19570101,20220822,65,156,406,0.6348,0.5033,0.61,141,52
10227,ECA&D,2710,NO,RINDAL,63.03806,9.220556,228,19570418,20171111,62,129,391,0.3456,0.3733,0.86,227,130
10228,ECA&D,2712,NO,SURNADAL,63.005,9.011389,39,19570418,20090831,53,138,407,0.492,0.42,0.94,275,129
10229,ECA&D,2713,NO,VERMA,62.34167,8.051667,247,19570420,20090527,53,132,396,0.3537,0.39,0.96,265,140
10230,ECA&D,2714,NO,AUNET,63.05583,11.56917,302,19570422,20220831,66,118,362,0.0922,0.32,0.7,175,126
10231,ECA&D,2715,NO,AURSUND,62.67389,11.45417,685,19570525,20220831,65,115,359,-0.15,0.3067,1.11,306,193
10232,ECA&D,2717,NO,HITRA,63.62333,8.735556,23,19570101,20131230,58,155,394,0.6431,0.5,0.33,67,45
10233,ECA&D,2718,NO,SKJENALDFOSSEN I ORKDAL,63.295,9.748056,84,19570423,20170707,61,140,393,0.3019,0.43,0.98,286,150
10234,ECA&D,2719,NO,SONGLI,63.33,9.645,300,19570517,20130831,56,134,405,0.2802,0.4,1.31,405,160
10235,ECA&D,2720,NO,TRONDHEIM - VOLL,63.41056,10.45333,127,19490901,20220831,44,136,378,0.3539,0.41,0.54,122,91
10236,ECA&D,2721,NO,BANGDALEN,64.33167,11.54444,62,19570424,20140630,58,145,387,0.3264,0.45,0.8,217,121
10237,ECA&D,2722,NO,HEGRA II,63.44028,11.25639,33,19570106,20100531,54,129,374,0.3269,0.3733,0.49,101,88
10238,ECA&D,2723,NO,HOLDEN,64.05305,11.05583,315,19590901,20130831,40,135,396,0.2087,0.4033,1.24,353,142
10239,ECA&D,2724,NO,LIAFOSS,64.83833,11.95667,44,19490901,20220831,72,141,391,0.3417,0.4333,0.86,232,111
10240,ECA&D,2725,NO,NAMDALSEID,64.25056,11.20028,86,19490901,20110422,62,138,394,0.3946,0.4167,0.82,225,123
10241,ECA&D,2726,NO,NAMSSKOGAN,64.74194,12.84583,140,19570523,20220822,62,127,385,0.1828,0.3667,1.03,295,150
10242,ECA&D,2728,NO,OSTAS I HEGRA,63.4875,11.35528,175,19570510,20220831,65,131,384,0.2978,0.3833,0.8,208,119
10243,ECA&D,2729,NO,SKJAEKERFOSSEN,63.83917,12.02306,110,19570507,20101105,55,129,392,0.2913,0.3767,0.98,280,149
10244,ECA&D,2730,NO,SORLI,64.24306,13.77056,370,19570506,20220831,65,115,349,-0.1141,0.3067,0.81,202,156
10245,ECA&D,2731,NO,TUNNSJO,64.68417,13.65667,376,19490901,20220831,73,116,362,-0.1264,0.3133,1.12,291,178
10246,ECA&D,2732,NO,ALSVAG I VERSTERALEN II,68.91444,15.21056,18,19570117,20200816,64,146,381,0.3516,0.4567,0.61,150,86
10247,ECA&D,2733,NO,BODOE - VAGONES,67.28306,14.46667,33,19540101,20120331,37,140,376,0.3797,0.4267,0.42,92,54
10248,ECA&D,2734,NO,HEGGMOEN VED BODOE,67.35555,14.85444,7,19570418,20090519,52,126,380,0.2218,0.36,0.83,217,126
10249,ECA&D,2735,NO,LEIRFJORD,66.06667,12.91556,53,19570120,20220831,66,142,383,0.3288,0.44,0.71,176,102
10250,ECA&D,2736,NO,LEKNES I LOFOTEN,68.14056,13.60944,13,19570108,20220516,64,155,389,0.5231,0.5,0.46,103,75
10251,ECA&D,2737,NO,LUROY,66.38944,13.18694,115,19490901,20220831,73,144,363,0.2055,0.4467,0.48,104,54
10252,ECA&D,2738,NO,OKSNINGOY,65.12278,12.37333,17,19570101,20210831,65,142,387,0.5295,0.44,0.4,88,55
10253,ECA&D,2739,NO,STEIGEN,67.92167,15.11694,35,19490901,20220831,73,138,363,0.2344,0.4167,0.43,88,60
10254,ECA&D,2740,NO,SULITJELMA,67.13445,16.07083,142,19490901,20220831,24,106,354,-0.1561,0.2633,1,242,138
10255,ECA&D,2741,NO,SUSENDAL,65.35833,14.26056,498,19490901,20220831,73,111,354,-0.2023,0.2867,1.09,297,189
10256,ECA&D,2742,NO,TUSTERVATNET II,65.83028,13.90667,439,19570901,20171105,60,119,382,-0.0691,0.3267,1.46,436,197
10257,ECA&D,2743,NO,TUSTERVATNET,65.81667,13.9,380,19490901,19561103,8,124,379,-0.0451,0.35,1.35,394,205
10258,ECA&D,2744,NO,BONES I BARDU,68.64555,18.24556,230,19560901,20220831,66,105,354,-0.2097,0.26,1.09,282,168
10259,ECA&D,2745,NO,DIVIDALEN,68.77805,19.71,228,19490901,20090831,58,110,337,-0.1321,0.2833,0.54,108,174
10260,ECA&D,2746,NO,GAUSVIK,68.60889,16.49444,7,19570422,20220808,66,132,377,0.1854,0.39,0.84,226,124
10261,ECA&D,2747,NO,INNSET I BARDU,68.65778,18.81917,314,19570515,20160810,52,101,342,-0.2357,0.24,0.87,204,179
10262,ECA&D,2748,NO,SAETERMOEN II,68.86056,18.3375,114,19570429,20220518,61,103,359,-0.0966,0.2467,0.99,256,172
10263,ECA&D,2749,NO,STORSTEINNES I BALSFJORD,69.24694,19.23083,27,19570423,20100630,54,117,366,0.0316,0.3167,0.9,244,169
10264,ECA&D,2751,NO,CUOVDDATMOHKKI,69.36667,24.43306,286,19660901,20220831,56,91,322,-0.3391,0.19,0.63,132,198
10265,ECA&D,2752,NO,KAUTOKEINO,68.99667,23.03333,307,19490901,20220831,73,93,327,-0.2988,0.2,0.66,125,200
10266,ECA&D,2753,NO,KAUTOKEINO II,69.01667,23.03389,330,19490901,20220831,73,94,327,-0.3074,0.2033,0.66,125,200
10267,ECA&D,2755,NO,ISFJORD RADIO,78.06667,13.63306,7,19550101,19760630,20,91,309,-0.779,0.19,0.63,122,237
10268,ECA&D,2756,NO,SVEAGRUVA,77.88306,16.71667,9,19780605,20030105,22,85,309,-0.7767,0.16,0.72,134,236
10269,ECA&D,2942,GL,DANMARKSHAVN,76.77,-18.67,12,19580618,19930426,14,67,309,-0.9989,0.0733,0.5,78,291
10270,ECA&D,2943,IS,AKUREYRI,65.68555,-18.1,23,19640901,20161221,52,134,366,0.2268,0.4,0.51,104,42
10271,ECA&D,3009,KG,BISHKEK,42.83,74.58,756,19490901,19911231,41,118,385,0.6268,0.3233,0.16,28,40
10272,ECA&D,3011,KZ,PETROPAVLOVSK,54.83306,69.15,142,19490901,20081205,60,83,343,-0.0076,0.15,0.43,76,151
10273,ECA&D,3015,KZ,KUSTANAI,53.21667,63.61667,170,19630408,20051109,37,83,343,0.0552,0.1533,0.31,46,141
10274,ECA&D,3034,KZ,KZYLZAR,48.29944,69.69945,362,19490901,20051227,51,91,350,0.135,0.19,0.32,45,119
10275,ECA&D,3037,KZ,ARALSKOE MORE,46.77945,61.66945,62,19490901,20051231,49,99,355,0.2842,0.23,0.14,19,70
10276,ECA&D,3075,RU,SURGUT,61.25,73.5,55,19490901,19840831,31,74,332,-0.205,0.1067,0.58,103,185
10277,ECA&D,3089,RU,TOBOL'SK,58.15,68.25,45,19490901,20081212,58,80,335,-0.0815,0.1367,0.39,61,161
10278,ECA&D,3136,TJ,KHOROG,37.5,71.5,2077,19490901,19930831,40,109,391,0.5128,0.28,0.52,108,85
10279,ECA&D,3197,RU,MY'S KAMENNY'J,68.46667,73.58305,2,19500901,19931003,36,69,311,-0.6454,0.0833,0.98,214,249
10280,ECA&D,3206,RU,TURA,64.26667,100.2331,205,19490901,20081008,59,57,309,-0.4212,0.0267,0.48,70,197
10281,ECA&D,3213,RU,ISIT',60.81667,125.3167,123,19490901,20081011,57,57,309,-0.3735,0.0267,0.38,51,200
10282,ECA&D,3216,RU,MY'S SHMIDTA,68.9,180.6331,2,19490901,20081005,48,67,309,-0.8149,0.0767,0.86,185,252
10283,ECA&D,3219,RU,BUXTA PROVIDENIYA,64.41666,186.7667,25,19490901,20081008,52,81,401,NaN,NaN,0.87,202,201
10284,ECA&D,3224,RU,NIZHNIJ NOVGOROD,56.26667,44,161,19490901,20081223,35,105,359,0.1455,0.2567,0.52,101,125
10285,ECA&D,3230,RU,KRASNOYARSK OP.P,56.03305,92.75,277,19490901,19900831,38,78,333,-0.0595,0.1267,0.32,52,146
10286,ECA&D,3232,KZ,IRTYSHSK,53.35,75.45,94,19490901,19951127,47,82,335,0.0196,0.1467,0.21,23,139
10287,ECA&D,3250,RU,KY'RA,49.56667,111.9667,907,19490901,20081227,60,71,316,-0.1416,0.0933,0.07,6,69
10288,ECA&D,3253,RU,OXOTSK,59.36667,143.2164,5,19490901,20081103,55,69,316,-0.3519,0.0833,0.49,79,180
10289,ECA&D,3257,RU,NIKOLAEVSK-NA-AMURE,53.15,140.7164,67,19490901,20081027,58,74,346,-0.1974,0.1067,0.89,187,182
10290,ECA&D,3259,RU,IM. POLINY' OSIPENKO,52.41667,136.5,69,19490901,20081026,57,65,323,-0.1855,0.0667,0.34,46,161
10291,ECA&D,3266,RU,DAL'NERECHENSK,45.86667,133.7331,100,19490901,20081203,58,75,342,0.0521,0.1133,0.3,38,122
10292,ECA&D,3269,RU,VLADIVOSTOK,43.8,131.9331,187,19490901,20081231,60,80,346,0.1687,0.14,0.15,16,50
10293,ECA&D,3273,RU,KLYUCHI,56.31667,160.8331,28,19490901,20081030,55,83,358,-0.2288,0.15,1.24,315,183
10294,ECA&D,3274,RU,ICHA,55.58306,155.5831,5,19490901,20051123,49,89,336,-0.2067,0.18,0.69,155,178
10295,ECA&D,3275,RU,PETROPAVLOVSK-KAMCHATSKIJ,52.98306,158.65,32,19490901,20081117,50,103,378,0.022,0.25,1.21,317,172
10296,ECA&D,3276,UA,LVIV,49.81667,23.95,323,19510108,20051215,56,138,379,0.5008,0.4167,0.26,48,55
10297,ECA&D,3277,UA,CHERNIVTSI,48.36667,25.9,246,19490901,20051231,57,139,384,0.5617,0.4233,0.26,51,52
10298,ECA&D,3278,KZ,ASTANA,51.13306,71.36667,350,19490901,20051113,51,85,341,0.0455,0.16,0.29,41,139
10299,ECA&D,3280,KZ,TAIPAK,49.05,51.86667,2,19490901,20051224,48,106,360,0.3202,0.2633,0.19,26,88
10300,ECA&D,3282,KZ,KARSAKPAJ,47.83306,66.75,488,19490901,19940718,37,91,346,0.1106,0.19,0.28,34,121
10301,ECA&D,3283,KZ,BALHASH,46.8,75.08305,350,19490901,20051230,47,92,349,0.1959,0.1933,0.16,21,84
10302,ECA&D,3290,KG,NARYN,41.43306,76,2041,19490901,19911211,43,94,347,0.1418,0.2067,0.24,33,102
10303,ECA&D,3311,SI,KOCEVJE,45.64556,14.84944,468,19610109,20220831,62,156,403,0.6897,0.5033,0.43,97,38
10304,ECA&D,3317,SI,VOJSKO,46.02528,13.90194,1065,19610319,20220826,57,138,410,0.4699,0.4167,1.05,275,100
10305,ECA&D,3322,SI,NOVA VAS NA BLOKAH,45.77306,14.50917,720,19610201,20220307,61,147,396,0.5721,0.4633,0.51,115,44
10306,ECA&D,3329,SI,SMARTNO PRI SLOVENJ GRADCU,46.48944,15.11083,444,19610222,20220402,61,150,396,0.6769,0.4767,0.3,66,48
10307,ECA&D,3334,SI,LISCA,46.06778,15.285,947,19850402,20160812,32,142,402,0.6048,0.44,0.58,122,41
10308,ECA&D,3336,SI,RATECE-PLANICA,46.5,13.7,864,19610319,20220831,62,136,398,0.4183,0.41,0.86,219,110
10309,ECA&D,3511,SE,TORUP,56.96305,13.07083,85,19610101,20080731,47,160,380,0.5166,0.5267,0.26,56,43
10310,ECA&D,3518,SE,TULLINGE A,59.17889,17.9125,45,19490901,19900406,40,149,378,0.4246,0.47,0.39,96,75
10311,ECA&D,3519,SE,STOCKHOLM-BROMMA,59.35333,17.95139,14,19490901,19950203,46,150,375,0.4519,0.4767,0.27,56,60
10312,ECA&D,3520,SE,BORLANGE FLYGPLATS,60.42917,15.50778,152,19490901,20220831,72,131,363,0.2412,0.3833,0.42,91,98
10313,ECA&D,3522,SE,FILMS KYRKBY A,60.23639,17.90778,33,19490901,20140430,63,140,374,0.3462,0.43,0.46,98,89
10314,ECA&D,3525,SE,SVEG,62.01917,14.19028,432,19490901,20220831,68,116,351,0.0077,0.31,0.6,133,151
10315,ECA&D,3526,SE,SUNDSVALLS FLYGPLATS,62.52444,17.44083,4,19510429,20220831,71,125,360,0.1403,0.3533,0.55,125,129
10316,ECA&D,3528,SE,FROSON,63.1975,14.48639,376,19490901,20111204,63,122,354,0.0824,0.34,0.52,119,136
10317,ECA&D,3530,SE,JUNSELE,63.68417,16.95056,215,19500422,20080630,57,109,354,-0.0066,0.2767,0.7,155,161
10318,ECA&D,3533,SE,GADDEDE,64.50333,14.15944,328,19490901,20080821,57,118,354,-0.0564,0.32,0.81,194,161
10319,ECA&D,3536,SE,HEMAVAN,65.79667,15.10417,475,19491004,20220831,57,109,354,-0.1985,0.2767,1.09,283,192
10320,ECA&D,3540,SE,KATTERJAKK,68.42167,18.16944,515,19490901,20220831,70,103,363,-0.3158,0.2467,1.52,428,230
10321,ECA&D,3544,SK,ORAVSKA LESNA,49.36667,19.16667,780,19510319,20201231,71,131,385,0.2834,0.3833,0.84,208,104
10322,ECA&D,3987,DE,FELDBERG/SCHWARZWALD,47.87556,8.004444,1490,19490901,20220831,73,136,412,0.335,0.41,1.37,408,152
10323,ECA&D,3988,DE,FREUDENSTADT,48.45444,8.41,797,19501009,20220831,72,154,408,0.6207,0.4933,0.7,170,57
10324,ECA&D,3993,DE,GROSSER ARBER,49.11389,13.13528,1436,19821101,20220531,37,129,411,0.2016,0.3767,1.62,488,167
10325,ECA&D,4002,DE,OBERSTDORF,47.39889,10.27667,806,19490901,20220831,73,145,405,0.5615,0.4533,0.76,202,87
10326,ECA&D,4006,DE,STOTTEN,48.66667,9.865556,734,19490901,20220831,73,156,394,0.6065,0.5033,0.4,88,40
10327,ECA&D,4007,DE,WASSERKUPPE,50.49778,9.943889,921,19490901,20220831,73,145,391,0.4992,0.4533,0.55,126,64
10328,ECA&D,4009,DE,WENDELSTEIN,47.70417,12.01306,1832,19510523,20120921,61,122,437,0.3911,0.34,1.83,536,181
10329,ECA&D,4040,DE,EIBERG,48.3425,12.88333,470,19490901,19660831,17,154,393,0.6483,0.4933,0.3,60,40
10330,ECA&D,4051,DE,BAD-SOHL ELSTER,50.27167,12.27528,560,19490901,20220430,71,151,383,0.5334,0.4833,0.3,66,46
10331,ECA&D,4078,DE,ALTGLASHUTTE,49.77333,12.39056,750,19531211,19870831,34,145,392,0.4526,0.4533,0.66,158,72
10332,ECA&D,4083,DE,FICHTELBERG/OBERFRANKEN-HUTTSTADL,49.98167,11.83917,657,19490901,20220430,73,149,386,0.4561,0.4733,0.51,123,63
10333,ECA&D,4100,DE,FLOSSENBURG,49.73278,12.35056,622,19871001,20220430,24,149,389,0.5079,0.47,0.49,113,57
10334,ECA&D,4103,DE,BIRX/RHON,50.53167,10.04917,745,19491001,20220430,69,147,391,0.5375,0.4633,0.46,98,49
10335,ECA&D,4118,DE,FRIEDRICHSBRUNN,51.68945,11.04056,523,19510113,20070831,56,153,390,0.5705,0.49,0.37,81,42
10336,ECA&D,4120,DE,MALSBURG-MARZELL-FRIEDRICHSHEIM,47.78278,7.735556,852,19580101,20031231,47,158,402,0.621,0.5133,0.56,131,48
10337,ECA&D,4131,DE,GARMISCH-PARTENKIRCHEN,47.48389,11.06333,719,19490901,20220831,73,146,394,0.5326,0.4567,0.54,137,73
10338,ECA&D,4136,DE,TRAUNSTEIN-GEISSING,47.87806,12.62917,610,19490901,19680430,19,147,402,0.6491,0.46,0.51,122,58
10339,ECA&D,4153,DE,ANNABERG-BUCHHOLZ,50.57417,13.00667,630,19670101,20021230,37,151,387,0.5168,0.4833,0.42,94,45
10340,ECA&D,4156,DE,GRAINET-REHBERG,48.79028,13.63056,628,19570901,20220430,65,147,396,0.5265,0.4633,0.6,147,75
10341,ECA&D,4158,DE,GREBENHAIN-HERCHENHAIN,50.48,9.263056,608,19490901,20050331,56,155,389,0.5411,0.5,0.42,88,48
10342,ECA&D,4166,DE,GROSSER FALKENSTEIN,49.08583,13.28167,1307,19490901,19820831,33,133,416,0.2741,0.3933,1.58,485,168
10343,ECA&D,4227,DE,EISFELD-WAFFENROD-HINTERROD,50.47167,10.91167,668,19690315,20020831,34,151,388,0.4989,0.4833,0.47,108,55
10344,ECA&D,4230,DE,HOLLENSTEIN (KRAFTWERK),49.12889,12.86583,403,19490901,20060731,57,154,381,0.5349,0.4933,0.24,49,42
10345,ECA&D,4232,DE,HOF (STADT),50.32417,11.90917,474,19490901,20061231,58,151,384,0.5853,0.4833,0.21,41,39
10346,ECA&D,4243,DE,HOLZMINDEN-SILBERBORN,51.76694,9.545556,440,19750901,19830630,8,161,399,0.6586,0.53,0.41,83,51
10347,ECA&D,4247,DE,HORLACHEN,50.15194,11.69917,582,19490901,20220430,73,154,383,0.5174,0.4933,0.32,70,48
10348,ECA&D,4248,DE,HORNISGRINDE,48.61417,8.204167,1119,19530410,20050831,53,146,414,0.4795,0.4567,1.12,308,109
10349,ECA&D,4259,DE,MITTBACH,48.16528,12.03194,621,19590101,19771230,20,151,394,0.663,0.48,0.29,61,44
10350,ECA&D,4288,DE,KLEINER FELDBERG/TAUNUS,50.2225,8.448056,826,19490901,20220831,66,152,392,0.5587,0.4867,0.44,98,55
10351,ECA&D,4290,DE,KLEINER INSELSBERG,50.84694,10.48139,732,19580419,20210309,63,148,395,0.4908,0.4667,0.65,159,70
10352,ECA&D,4294,DE,KLIPPENECK,48.10639,8.755556,973,19490901,20220831,65,148,383,0.485,0.4667,0.38,79,47
10353,ECA&D,4301,DE,BAIERSBRONN-OBERTAL,48.53028,8.273333,622,19540122,19720121,19,160,401,0.6609,0.5233,0.47,102,41
10354,ECA&D,4320,DE,MERKLINGEN,48.51306,9.765556,685,19490901,20220430,73,154,388,0.5665,0.4967,0.33,75,41
10355,ECA&D,4340,DE,LEHESTEN/THURINGER WALD,50.48306,11.45,640,19490901,20220430,73,150,384,0.4763,0.4767,0.43,92,50
10356,ECA&D,4389,DE,MARIENBERG,50.65194,13.14833,639,19550901,20220831,61,147,385,0.5016,0.46,0.41,88,50
10357,ECA&D,4394,DE,MAUTH-FINSTERAU,48.93667,13.57806,1004,19490901,20220831,72,138,396,0.3692,0.4167,0.92,236,116
10358,ECA&D,4408,DE,MESSSTETTEN,48.18444,8.9925,920,20000901,20220831,18,149,381,0.4698,0.47,0.38,86,50
10359,ECA&D,4410,DE,METTEN,48.85556,12.92028,313,19490901,20220430,73,155,388,0.6137,0.5,0.24,52,46
10360,ECA&D,4418,DE,MITTENWALD-BUCKELWIESEN,47.47833,11.26667,981,19490901,20220531,73,145,403,0.5967,0.4533,0.63,156,59
10361,ECA&D,4436,DE,MUNSINGEN-APFELSTETTEN,48.38639,9.484167,750,19490901,20220430,73,151,384,0.5264,0.4833,0.33,71,45
10362,ECA&D,4450,DE,NEUHAUS AM RENNWEG,50.50139,11.13556,845,19890212,20220831,34,144,387,0.3986,0.4467,0.65,163,85
10363,ECA&D,4482,DE,KIEFERSFELDEN-GACH,47.61917,12.16806,518,19491225,20220430,69,149,402,0.6626,0.47,0.48,115,60
10364,ECA&D,4488,DE,OBERVIECHTACH,49.45306,12.43806,596,19490901,20220430,73,149,383,0.5449,0.4733,0.27,53,40
10365,ECA&D,4491,DE,OCHSENKOPF,50.03083,11.80889,1014,19590901,19820831,23,140,399,0.329,0.4267,1.08,292,122
10366,ECA&D,4503,DE,OY-MITTELBERG,47.63917,10.4325,1010,19490901,19930630,44,143,399,0.4989,0.4433,0.75,183,69
10367,ECA&D,4504,DE,OY-MITTELBERG-PETERSTHAL,47.63667,10.39028,872,19931001,20220531,29,143,400,0.5427,0.4433,0.68,163,54
10368,ECA&D,4506,DE,BAD BERLEBURG,51.04667,8.385833,445,19730901,19860831,13,160,396,0.6539,0.5267,0.35,83,47
10369,ECA&D,4509,DE,PASSAU-OBERHAUS,48.57889,13.47083,409,19490901,19961220,48,156,392,0.6518,0.5067,0.26,56,44
10370,ECA&D,4547,DE,BAD REICHENHALL,47.72445,12.87556,470,19490901,20220430,70,153,400,0.6988,0.49,0.36,83,40
10371,ECA&D,4549,DE,MARIENBERG-REITZENHAIN,50.56139,13.22389,764,19630404,20220831,60,143,386,0.408,0.4433,0.62,148,70
10372,ECA&D,4580,DE,RUSEL-IRLMOOS,48.8775,13.05056,797,19500317,19710716,21,142,399,0.4441,0.44,0.85,221,101
10373,ECA&D,4605,DE,SCHIERKE,51.76667,10.655,609,19490901,20220831,73,150,393,0.4598,0.4767,0.67,167,72
10374,ECA&D,4617,DE,SCHMUCKE,50.65556,10.77083,937,19490901,20220831,50,140,394,0.369,0.43,0.88,234,109
10375,ECA&D,4620,DE,SELB/OBERFRANKEN-LAUTERBACH,50.20555,12.145,609,19490901,20220430,72,149,381,0.4981,0.4733,0.32,66,46
10376,ECA&D,4624,DE,SCHULENBERG,51.83805,10.4325,504,19690901,19970331,28,156,396,0.5374,0.5067,0.59,133,49
10377,ECA&D,4632,DE,SCHWANGAU-HORN,47.57778,10.71917,792,19490901,19860831,37,149,398,0.6077,0.4733,0.49,127,67
10378,ECA&D,4641,DE,SELB/OBERFRANKEN-WILDENAU,50.19806,12.17417,611,19490901,20220430,72,149,381,0.5014,0.4733,0.3,62,44
10379,ECA&D,4646,DE,SILBERHUTTE,49.76056,12.39056,819,19490901,19530831,4,144,397,0.4246,0.4467,0.83,207,75
10380,ECA&D,4655,DE,SONNEBERG-NEUFANG,50.37556,11.18417,626,19510318,20010331,51,149,392,0.5348,0.4733,0.5,119,61
10381,ECA&D,4661,DE,STAMMBACH-QUERENBACH,50.15417,11.74167,598,19490901,20220430,73,151,382,0.5018,0.48,0.32,70,48
10382,ECA&D,4678,DE,TEUSCHNITZ,50.40139,11.39028,633,19490901,20220430,73,150,383,0.4834,0.4767,0.39,85,50
10383,ECA&D,4685,DE,TITISEE-NEUSTADT-LANGENORDNACH,47.94028,8.194167,870,19500226,19951225,46,149,391,0.4848,0.4733,0.59,136,61
10384,ECA&D,4689,DE,TORFHAUS IM SOLLING,51.76556,9.563889,491,19490901,19660831,17,158,393,0.6247,0.5167,0.34,77,46
10385,ECA&D,4690,DE,TRAUNSTEIN-SPARZ,47.86694,12.65806,626,19490901,20040630,52,143,400,0.6517,0.4433,0.44,99,49
10386,ECA&D,4691,DE,TRAUNSTEIN-AXDORF,47.8525,12.61944,635,19490901,20040630,45,146,399,0.65,0.4567,0.44,97,47
10387,ECA&D,4696,DE,TROCHTELFINGEN,48.31417,9.248056,700,19490901,19730118,24,153,384,0.539,0.49,0.3,58,39
10388,ECA&D,4712,DE,VILLINGEN-SCHWENNINGEN,48.04583,8.461667,720,19490901,20220430,73,153,387,0.5647,0.49,0.33,68,43
10389,ECA&D,4724,DE,WALDAU-JOSTAL,47.97667,8.156667,1005,19490901,19611231,13,146,402,0.4354,0.4567,0.94,242,79
10390,ECA&D,4738,DE,WATZMANNHAUS,47.57195,12.93528,1923,19490901,19530831,4,116,432,0.1294,0.31,2.25,792,214
10391,ECA&D,4801,DE,ZINNWALD-GEORGENFELD,50.73278,13.75306,877,19710406,20220831,52,142,387,0.3598,0.44,0.74,181,92
10392,ECA&D,4804,DE,ZWIESEL,49.02917,13.24028,615,19490901,20220831,67,149,386,0.4791,0.47,0.47,109,69
10393,ECA&D,4805,DE,ZWIESELBERG,49.00167,13.21528,615,19490901,20220831,67,145,385,0.4706,0.4533,0.47,109,70
10394,ECA&D,4812,DE,BAD KOHLGRUB (A),47.67833,11.04833,850,19490901,19910731,42,148,401,0.5877,0.4667,0.59,149,73
10395,ECA&D,4819,DE,REIT IM WINKL,47.67583,12.47083,685,19490901,20220430,71,142,420,0.6019,0.4367,1.02,295,115
10396,ECA&D,4845,DE,SELB-SPIELBERG,50.15944,12.04028,610,19490901,20220430,72,150,381,0.503,0.4767,0.31,66,46
10397,ECA&D,4879,DE,BRAUNLAGE,51.725,10.60389,607,19490901,20220831,73,153,395,0.4947,0.49,0.66,165,64
10398,ECA&D,4894,DE,SIEGSDORF-HOLL,47.83556,12.65639,721,20041101,20220430,18,141,399,0.6188,0.4333,0.5,119,45
10399,ECA&D,4902,DE,BROTTERODE,50.82917,10.45528,600,19490901,20061231,43,151,393,0.5464,0.48,0.49,119,53
10400,ECA&D,4909,DE,DEUTSCHNEUDORF-BRUDERWIESE,50.62083,13.48306,688,20060407,20220430,17,147,386,0.4496,0.46,0.53,124,56
10401,ECA&D,4932,DE,PIDING,47.77306,12.90889,458,19490901,20220501,71,143,400,0.7008,0.4433,0.35,78,39
10402,ECA&D,4950,DE,CARLSFELD,50.43195,12.61278,897,19900401,20220831,26,140,381,0.3452,0.43,0.62,149,79
10403,ECA&D,4956,DE,CLAUSTHAL-ZELLERFELD,51.79167,10.34806,585,19490901,20110321,62,153,394,0.5196,0.49,0.58,133,55
10404,ECA&D,4978,DE,ALTASTENBERG,51.19028,8.468056,839,19490901,20220531,73,151,398,0.4682,0.4833,0.78,197,80
10405,ECA&D,4981,NO,BJORKELANGEN,59.88306,11.58306,131,19570109,20120531,56,127,366,0.285,0.3633,0.39,81,77
